"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Forlorn Flats","","C","215849","4.85","48134","6.61","242490","83.3%","55.0%","44190","57.0%","57371","55.1%","101561","55.9%","135154","53.8%","2.1pp"
"Jagged Barrens","","C","202855","4.57","42719","6.22","217191","84.6%","54.1%","39882","56.4%","53085","54.5%","92967","55.3%","120149","52.9%","2.4pp"
"Lonely Arroyo","","C","226485","5.24","44353","7.25","200839","75.5%","53.9%","36322","55.3%","49738","54.5%","86060","54.8%","109984","52.8%","2.0pp"
"Lush Oasis","","C","209404","4.75","46444","6.43","231386","82.2%","54.9%","42420","56.9%","55718","55.3%","98138","56.0%","125128","53.5%","2.5pp"
"Mirage Mesa","","C","354115","4.32","78027","5.99","449784","95.3%","54.8%","83471","56.5%","104639","53.1%","188110","54.6%","255242","54.7%","-0.1pp"
"Sandstorm Verge","","U","191938","6.96","23901","10.24","64092","44.2%","54.6%","10187","54.1%","14691","54.9%","24878","54.6%","37849","54.2%","0.4pp"
"Soured Springs","","C","205089","4.67","47494","6.21","241309","84.8%","54.2%","44512","56.5%","62010","56.0%","106522","56.2%","129438","52.1%","4.1pp"
"Jace Reawakened","U","M","13420","2.23","4184","2.33","17967","75.5%","49.6%","3053","48.3%","5026","52.8%","8079","51.1%","9827","48.3%","2.8pp"
"Bucolic Ranch","","U","181384","6.13","29327","8.64","109880","61.1%","56.8%","18971","56.6%","23592","55.5%","42563","56.0%","63944","56.9%","-0.9pp"
"Blooming Marsh","","R","56422","3.84","11092","5.35","48482","73.6%","53.4%","9004","55.2%","11304","52.1%","20308","53.5%","28026","53.2%","0.3pp"
"Botanical Sanctum","","R","59044","4.08","10246","5.78","38778","64.0%","52.9%","7185","55.2%","9540","52.2%","16725","53.5%","21731","52.4%","1.1pp"
"Concealed Courtyard","","R","60285","4.12","10233","5.94","40261","65.6%","53.9%","7472","56.4%","9254","52.6%","16726","54.3%","23515","53.6%","0.7pp"
"Inspiring Vantage","","R","59971","4.14","9251","5.94","35043","63.4%","53.8%","6575","54.2%","7681","51.4%","14256","52.7%","20763","54.5%","-1.8pp"
"Spirebluff Canal","","R","61751","4.31","9187","6.24","31275","58.3%","50.7%","5713","53.6%","8017","51.5%","13730","52.4%","17457","49.4%","3.0pp"
"Stoneforge Mystic","W","M","4956","3.73","806","5.01","1487","30.9%","53.7%","242","","319","","561","57.0%","925","51.6%","5.5pp"
"Brazen Borrower","U","M","2653","2.13","1144","2.23","5833","86.1%","54.2%","1051","56.5%","1644","59.2%","2695","58.2%","3102","50.4%","7.8pp"
"Desertion","U","M","3479","2.71","1091","3.02","5472","83.5%","54.0%","888","55.2%","1568","59.7%","2456","58.1%","2963","50.3%","7.8pp"
"Morbid Opportunist","B","M","2311","1.85","1176","1.92","6552","93.9%","53.6%","1099","57.3%","1648","55.6%","2747","56.3%","3793","51.5%","4.8pp"
"Port Razer","R","M","3687","2.93","546","3.70","1937","60.6%","50.2%","300","","452","","752","48.7%","1187","51.1%","-2.5pp"
"Scapeshift","G","M","7367","5.54","875","8.49","105","2.0%","","15","","34","","49","","56","",""
"Mystic Snake","UG","M","4820","3.55","993","4.51","3526","59.2%","52.6%","597","52.1%","912","57.6%","1509","55.4%","1982","50.3%","5.1pp"
"Notion Thief","UB","M","4794","3.56","912","4.65","2736","53.7%","46.1%","478","","755","49.5%","1233","46.2%","1491","46.0%","0.2pp"
"Desert","","M","4540","3.34","840","4.30","3911","79.4%","53.0%","662","52.6%","913","56.8%","1575","55.0%","2229","51.4%","3.7pp"
"Prismatic Vista","","M","3503","2.55","1058","3.07","6120","97.2%","53.4%","1174","52.2%","1432","52.7%","2606","52.5%","3496","54.1%","-1.6pp"
"Collector's Cage","W","M","7672","1.76","5024","1.76","29272","93.4%","57.7%","5200","61.5%","7376","62.7%","12576","62.2%","16644","54.2%","8.0pp"
"Grand Abolisher","W","M","18408","3.76","2522","5.35","7545","50.6%","51.8%","1243","51.2%","1716","51.5%","2959","51.3%","4587","52.1%","-0.7pp"
"Oltec Matterweaver","W","M","7851","1.82","4052","1.87","22685","91.8%","55.4%","3955","59.0%","5597","56.0%","9552","57.2%","13134","54.1%","3.2pp"
"Rest in Peace","W","M","29594","6.00","3618","9.31","106","0.5%","","16","","18","","34","","72","",""
"Esoteric Duplicator","U","M","25831","5.26","3227","8.09","1501","7.8%","45.3%","267","","418","","685","44.8%","807","45.6%","-0.8pp"
"Simulacrum Synthesizer","U","M","22494","4.80","2726","7.28","1292","8.0%","46.8%","253","","375","","628","51.3%","657","42.6%","8.7pp"
"Worldwalker Helm","U","M","26823","5.48","3191","8.52","664","3.5%","44.7%","115","","164","","279","","381","",""
"Greed's Gambit","B","M","24680","4.97","3105","7.53","3218","17.4%","51.2%","518","46.7%","815","52.8%","1333","50.4%","1873","51.5%","-1.1pp"
"Harvester of Misery","B","M","7302","1.65","4701","1.67","26685","92.9%","55.9%","4606","57.4%","7059","63.2%","11665","60.9%","14813","51.8%","9.1pp"
"Hostile Investigator","B","M","7274","1.64","4957","1.68","29320","94.5%","57.5%","5150","63.1%","7574","63.0%","12724","63.0%","16369","53.0%","10.0pp"
"Generous Plunderer","R","M","11593","2.48","3425","2.81","17737","84.2%","55.3%","3243","62.4%","4131","56.0%","7374","58.8%","10356","52.8%","6.0pp"
"Legion Extruder","R","M","14264","3.06","3081","3.64","12532","68.3%","53.0%","2154","52.2%","2931","56.4%","5085","54.7%","7427","51.8%","2.9pp"
"Memory Vessel","R","M","29351","5.96","3473","9.15","237","1.1%","","41","","57","","98","","139","",""
"Molten Duplication","R","M","23723","4.93","2452","7.85","1629","11.3%","46.8%","231","","387","","618","45.8%","1007","47.4%","-1.6pp"
"Territory Forge","R","M","28123","5.86","3283","9.09","301","1.5%","","50","","71","","121","","180","",""
"Ancient Cornucopia","G","M","17274","3.60","2956","4.79","10122","58.3%","50.9%","1831","50.6%","2421","51.0%","4252","50.8%","5838","50.9%","-0.1pp"
"Bristlebud Farmer","G","M","6479","1.44","4879","1.45","28910","94.4%","57.7%","5062","63.3%","7115","62.4%","12177","62.8%","16561","53.9%","8.9pp"
"Omenpath Journey","G","M","22897","4.70","3093","6.93","5000","27.4%","49.6%","846","48.5%","1200","51.0%","2046","50.0%","2937","49.2%","0.7pp"
"Sandstorm Salvager","G","M","6730","1.54","4674","1.57","27301","94.0%","57.0%","4880","61.0%","6512","60.7%","11392","60.8%","15805","54.2%","6.6pp"
"Vaultborn Tyrant","G","M","5904","1.35","4662","1.35","28087","95.3%","58.2%","4621","61.3%","7016","66.0%","11637","64.1%","16086","53.5%","10.7pp"
"Loot, the Key to Everything","URG","M","21478","4.47","3217","6.28","5380","28.5%","51.2%","826","49.9%","1422","56.0%","2248","53.8%","3116","49.1%","4.7pp"
"Pest Control","WB","M","27563","5.50","3350","8.59","548","2.7%","44.2%","95","","140","","235","","313","",""
"Lost Jitte","","M","8089","1.84","3193","1.88","17371","91.4%","53.3%","3135","56.4%","4116","54.6%","7251","55.4%","10078","51.8%","3.6pp"
"Lotus Ring","","M","12809","2.81","3148","3.22","15221","80.5%","54.3%","2619","55.1%","3740","56.7%","6359","56.0%","8812","52.9%","3.1pp"
"Nexus of Becoming","","M","8955","2.04","4860","2.06","27966","94.2%","55.5%","4753","56.9%","7148","58.7%","11901","58.0%","15963","53.5%","4.5pp"
"Sword of Wealth and Power","","M","6756","1.55","3272","1.58","17916","93.8%","51.8%","3030","51.3%","4562","53.2%","7592","52.5%","10284","51.1%","1.4pp"
"Torpor Orb","","M","28925","5.89","3416","9.20","110","0.5%","","28","","26","","54","","56","",""
