"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Aegar, the Freezing Flame","UR","U","150113","6.83","21554","9.54","44440","34.1%","54.4%","7485","54.2%","11292","53.1%","18777","53.5%","25671","55.0%","-1.5pp"
"Aerial Boost","W","C","365005","6.70","61484","8.76","225493","59.6%","57.2%","34987","57.2%","49407","57.7%","84394","57.5%","141032","56.9%","0.6pp"
"Aetherblade Agent","B","C","286752","3.90","60877","5.30","322691","88.5%","54.2%","57641","54.1%","82207","54.9%","139848","54.5%","181767","53.8%","0.7pp"
"Akki Scrapchomper","R","C","398131","8.90","47605","12.30","51354","17.9%","53.6%","8933","54.1%","11747","52.1%","20680","52.9%","30641","54.0%","-1.1pp"
"Alabaster Host Intercessor","W","C","275166","4.30","46691","5.92","214626","76.3%","54.3%","35716","53.1%","49968","55.8%","85684","54.7%","128805","54.0%","0.7pp"
"Alabaster Host Sanctifier","W","C","326395","5.41","42894","7.71","177979","69.0%","54.0%","31716","55.1%","38713","51.6%","70429","53.1%","107088","54.4%","-1.3pp"
"Anafenza, Kin-Tree Spirit","W","R","14368","2.32","4636","2.62","24106","85.7%","55.2%","4251","58.8%","5175","51.7%","9426","54.9%","14618","55.2%","-0.2pp"
"Ancient Imperiosaur","G","R","14655","1.59","9130","1.55","48276","86.6%","56.0%","7876","58.8%","12043","61.0%","19919","60.1%","28304","53.0%","7.2pp"
"Angelic Intervention","W","C","325867","5.41","54058","7.32","243282","73.8%","56.1%","38281","56.1%","53580","56.6%","91861","56.4%","151292","55.9%","0.5pp"
"Arachnoid Adaptation","G","C","390801","8.01","52429","11.10","108015","34.1%","55.0%","16499","54.6%","24669","56.1%","41168","55.5%","66856","54.7%","0.8pp"
"Archangel Elspeth","W","M","5500","1.20","4385","1.18","23284","86.7%","56.7%","3972","60.9%","5424","62.5%","9396","61.8%","13879","53.2%","8.6pp"
"Archpriest of Shadows","B","R","13298","1.47","9651","1.45","52573","90.0%","54.8%","8790","56.3%","13784","59.7%","22574","58.4%","30097","52.0%","6.4pp"
"Arixmethes, Slumbering Isle","UG","R","26471","4.14","4450","5.62","11271","43.1%","49.2%","1798","50.4%","2903","48.4%","4701","49.2%","6523","49.1%","0.1pp"
"Artistic Refusal","U","U","151713","4.47","47865","5.22","242240","81.4%","57.5%","37424","57.6%","65335","60.8%","102759","59.6%","140769","56.1%","3.5pp"
"Assimilate Essence","U","C","351216","6.29","70917","8.29","276457","63.4%","56.6%","47293","57.9%","70593","57.8%","117886","57.9%","158671","55.7%","2.2pp"
"Astral Wingspan","U","U","185339","5.47","34370","7.47","110774","53.1%","55.3%","16647","53.9%","27298","57.8%","43945","56.3%","66800","54.7%","1.6pp"
"Atraxa's Fall","G","C","383126","7.78","36129","11.69","39168","18.2%","51.0%","6188","49.3%","8981","51.8%","15169","50.8%","24017","51.1%","-0.3pp"
"Atraxa, Praetors' Voice","WUBG","M","7424","2.51","2599","2.73","10822","68.9%","54.0%","1749","57.2%","2858","61.8%","4607","60.1%","6236","49.6%","10.5pp"
"Atris, Oracle of Half-Truths","UB","R","18610","2.94","7948","3.20","40231","82.1%","57.0%","6700","58.9%","11075","61.2%","17775","60.4%","22500","54.3%","6.1pp"
"Attentive Skywarden","W","C","339930","5.98","35215","8.91","99132","47.3%","52.2%","16709","50.4%","22387","50.9%","39096","50.7%","59854","53.1%","-2.4pp"
"Aurelia, the Warleader","WR","M","7712","2.70","2196","2.86","8246","63.3%","54.5%","1270","55.4%","1806","60.0%","3076","58.1%","5164","52.3%","5.8pp"
"Ayara, First of Locthwain","B","R","26424","4.20","3981","5.90","9909","42.0%","52.1%","1595","49.5%","2584","53.7%","4179","52.1%","5767","52.1%","0.0pp"
"Ayara, Widow of the Realm","B","R","17437","1.90","8872","1.91","45571","86.2%","53.9%","7906","52.8%","11679","57.4%","19585","55.5%","25934","52.4%","3.1pp"
"Baral and Kari Zev","UR","R","28559","3.19","9182","3.41","33439","60.8%","54.3%","5660","57.8%","8754","56.0%","14414","56.7%","19149","52.4%","4.3pp"
"Baral, Chief of Compliance","U","R","26417","4.03","5982","5.22","25997","71.5%","56.0%","4649","56.5%","6486","56.1%","11135","56.2%","14849","55.7%","0.5pp"
"Beamtown Beatstick","R","C","363667","7.10","53076","9.47","161866","50.9%","53.9%","27678","56.5%","37232","53.4%","64910","54.7%","96899","53.4%","1.3pp"
"Bladed Battle-Fan","B","C","390087","7.92","49349","11.26","59820","20.2%","53.0%","9270","51.9%","14700","55.2%","23970","53.9%","35788","52.4%","1.5pp"
"Blighted Burgeoning","G","C","298305","5.08","53441","6.72","235384","73.5%","53.9%","41610","56.1%","55696","55.3%","97306","55.6%","137616","52.6%","3.0pp"
"Blightreaper Thallid","B","U","110457","3.14","39252","3.77","213738","89.1%","55.7%","38498","58.7%","53978","57.0%","92476","57.7%","120201","54.0%","3.7pp"
"Bloated Processor","B","R","17892","1.91","9831","1.96","52714","88.6%","55.1%","9265","57.7%","13782","57.6%","23047","57.6%","29816","53.1%","4.5pp"
"Bloodfeather Phoenix","R","R","29054","2.97","6883","3.53","30689","74.4%","54.2%","5557","56.3%","7142","52.4%","12699","54.1%","17986","54.2%","-0.1pp"
"Bloodfell Caves","","C","219188","5.98","37247","8.40","129057","58.0%","53.0%","23882","55.0%","31101","52.6%","54983","53.6%","73225","52.6%","1.0pp"
"Blossoming Sands","","C","214672","5.81","31529","8.24","115660","61.6%","53.0%","21634","55.3%","25505","51.6%","47139","53.3%","66723","52.8%","0.4pp"
"Bola Slinger","W","C","331878","5.67","49600","7.80","204677","67.5%","56.1%","32708","56.1%","44590","56.4%","77298","56.2%","127087","55.9%","0.3pp"
"Bonded Herdbeast","G","C","434541","7.86","42750","11.65","47388","18.6%","51.0%","7262","48.3%","11067","50.5%","18329","49.6%","28299","51.6%","-1.9pp"
"Boon-Bringer Valkyrie","W","R","12399","1.34","9516","1.31","53679","89.7%","58.1%","9004","63.1%","12614","65.5%","21618","64.5%","32115","53.7%","10.8pp"
"Borborygmos and Fblthp","URG","M","11050","2.54","5027","2.53","22277","72.1%","56.1%","3698","61.1%","6266","63.6%","9964","62.6%","12644","51.1%","11.6pp"
"Botanical Brawler","WG","U","145427","4.47","24844","5.70","97898","65.3%","55.0%","17225","59.6%","20711","53.7%","37936","56.4%","59498","54.0%","2.4pp"
"Breach the Multiverse","B","R","15772","1.78","11089","1.73","62767","90.3%","57.5%","10100","59.6%","18609","67.9%","28709","65.0%","35374","52.7%","12.2pp"
"Brudiclad, Telchor Engineer","UR","R","17445","2.85","6609","3.17","29570","74.5%","54.5%","4674","54.9%","7821","58.1%","12495","56.9%","17087","52.6%","4.3pp"
"Burning Sun's Fury","R","C","402075","9.37","43054","13.19","11289","4.4%","48.8%","1643","47.9%","2564","47.7%","4207","47.8%","7088","49.4%","-1.6pp"
"Captain Lannery Storm","R","R","16592","2.60","4987","3.04","25304","83.7%","54.6%","4483","57.5%","6077","56.0%","10560","56.6%","14755","53.2%","3.4pp"
"Captive Weird","U","U","125793","3.71","47972","4.25","265640","88.7%","57.7%","47453","61.2%","67474","58.1%","114927","59.4%","149084","56.4%","3.0pp"
"Chandra, Hope's Beacon","R","M","6007","1.33","4592","1.30","24112","85.5%","57.0%","3986","61.5%","6116","65.2%","10102","63.7%","14002","52.1%","11.6pp"
"Change the Equation","U","U","220556","7.66","26701","11.18","13659","8.5%","50.4%","2364","48.6%","3335","51.5%","5699","50.3%","7979","50.4%","-0.1pp"
"Chomping Kavu","G","C","355857","6.28","47666","8.95","163588","57.2%","54.1%","26503","53.4%","37655","54.2%","64158","53.9%","99045","54.0%","-0.1pp"
"Chrome Host Seedshark","U","R","13052","1.44","10757","1.42","63981","94.1%","58.7%","11540","66.8%","17327","63.4%","28867","64.8%","35533","53.6%","11.2pp"
"City on Fire","R","R","36607","3.82","7506","4.76","23182","52.2%","52.5%","3547","50.5%","5634","53.9%","9181","52.6%","14039","52.5%","0.0pp"
"Collective Nightmare","B","U","92689","2.63","36849","3.09","201114","90.0%","55.3%","34452","56.4%","52593","58.8%","87045","57.8%","114628","53.3%","4.5pp"
"Coming In Hot","R","C","398067","8.90","42804","12.65","26255","10.3%","51.3%","3934","49.0%","5952","50.2%","9886","49.7%","16370","52.2%","-2.5pp"
"Compleated Huntmaster","B","U","143995","4.00","29909","5.30","141317","79.9%","52.8%","23846","50.7%","35724","53.8%","59570","52.6%","81828","52.9%","-0.4pp"
"Complete the Circuit","U","R","58274","5.87","8227","8.59","3303","6.6%","50.6%","492","","823","50.7%","1315","47.2%","1991","52.9%","-5.7pp"
"Consuming Aetherborn","B","C","383138","7.36","46079","10.69","70124","25.5%","52.1%","11066","51.1%","17736","53.6%","28802","52.6%","41336","51.7%","0.9pp"
"Converter Beast","G","C","349289","6.11","56780","8.38","227495","66.1%","54.9%","37655","53.9%","55190","56.7%","92845","55.6%","133858","54.3%","1.3pp"
"Copper Host Crusher","G","U","205192","6.67","21829","10.10","35012","27.0%","50.7%","4970","48.7%","8382","52.2%","13352","50.9%","21557","50.5%","0.4pp"
"Corrupted Conviction","B","C","384145","7.58","49784","10.80","94433","31.6%","53.8%","15401","52.8%","23735","54.8%","39136","54.0%","55293","53.6%","0.4pp"
"Corruption of Towashi","U","U","148228","4.38","36422","5.49","151298","68.7%","54.3%","24051","52.7%","39926","56.9%","63977","55.3%","87286","53.6%","1.7pp"
"Cosmic Hunger","G","C","261946","4.13","50779","5.56","263085","85.7%","54.7%","42981","54.1%","63277","57.0%","106258","55.8%","156936","54.0%","1.8pp"
"Crystal Carapace","G","C","400675","9.19","38620","13.29","5581","2.4%","47.0%","869","45.0%","1155","44.9%","2024","45.0%","3527","48.2%","-3.3pp"
"Cut Short","W","C","297978","4.84","39475","7.00","162280","68.2%","54.1%","26121","53.4%","37707","55.2%","63828","54.5%","98430","53.8%","0.6pp"
"Daxos, Blessed by the Sun","W","U","119236","4.94","15721","7.03","56595","60.4%","53.4%","9486","53.2%","12411","50.9%","21897","51.9%","34387","54.3%","-2.3pp"
"Deadly Derision","B","C","154656","2.56","64897","2.96","362297","91.2%","55.8%","60383","56.9%","98155","60.8%","158538","59.3%","205918","53.3%","6.0pp"
"Deeproot Wayfinder","G","R","20614","2.17","8063","2.32","41208","85.2%","54.1%","7434","59.0%","9670","53.1%","17104","55.7%","24053","52.9%","2.8pp"
"Dina, Soul Steeper","BG","U","158404","7.57","17396","11.22","15308","14.8%","50.5%","2566","47.3%","3487","49.6%","6053","48.7%","9203","51.5%","-2.9pp"
"Dismal Backwater","","C","208814","5.40","45493","7.40","208127","75.1%","55.4%","38333","57.2%","51204","56.1%","89537","56.6%","116834","54.4%","2.2pp"
"Disturbing Conversion","U","C","391640","8.07","55927","11.23","73868","21.7%","53.4%","12127","50.9%","18758","55.2%","30885","53.5%","42890","53.3%","0.2pp"
"Djeru and Hazoret","WR","R","33631","3.63","6398","4.49","17812","46.9%","51.9%","2747","49.4%","4021","52.9%","6768","51.5%","10915","52.0%","-0.5pp"
"Doomskar Warrior","G","R","15609","1.70","9009","1.70","47726","86.9%","55.8%","7988","60.7%","11653","59.2%","19641","59.8%","27933","52.8%","6.9pp"
"Drana and Linvala","WB","R","25254","2.83","6152","3.14","21036","58.1%","51.3%","3409","51.4%","5226","54.0%","8635","53.0%","12425","49.9%","3.1pp"
"Dreg Recycler","B","C","367645","6.76","56977","9.36","181181","52.8%","53.8%","31443","53.8%","44343","53.9%","75786","53.9%","105313","53.7%","0.2pp"
"Dusk Legion Duelist","W","R","19354","2.17","7490","2.21","36397","80.4%","54.9%","6761","58.9%","7842","52.3%","14603","55.4%","21730","54.5%","0.8pp"
"Elesh Norn","W","M","5499","1.19","4408","1.18","23146","87.1%","54.9%","3919","56.4%","5492","58.4%","9411","57.6%","13601","52.8%","4.8pp"
"Elesh Norn, Grand Cenobite","W","M","3599","1.26","2910","1.24","16936","91.2%","58.6%","2752","64.5%","4334","69.4%","7086","67.5%","9827","52.2%","15.3pp"
"Elspeth's Smite","W","U","140048","3.94","22463","5.31","103809","76.9%","54.4%","17611","54.7%","23155","53.8%","40766","54.2%","62960","54.4%","-0.2pp"
"Elvish Vatkeeper","BG","U","143260","4.13","32308","5.24","140291","71.4%","55.3%","23968","58.1%","34985","58.7%","58953","58.4%","80794","52.9%","5.5pp"
"Emry, Lurker of the Loch","U","R","38454","6.18","4976","9.32","1605","5.3%","50.9%","267","","357","","624","50.3%","983","51.2%","-0.8pp"
"Enduring Bondwarden","W","C","360840","6.69","41787","9.63","116703","46.0%","54.8%","20284","55.3%","24358","52.7%","44642","53.9%","71642","55.3%","-1.4pp"
"Ephara's Dispersal","U","C","269922","4.52","87681","5.34","483209","88.4%","57.6%","81960","57.1%","127384","60.4%","209344","59.1%","275507","56.4%","2.7pp"
"Errant and Giada","WU","R","31298","3.39","8622","3.78","32470","62.4%","55.8%","5655","56.9%","7542","55.9%","13197","56.3%","19232","55.3%","0.9pp"
"Etali, Primal Conqueror","R","R","12984","1.44","9753","1.40","52499","86.8%","56.5%","8351","60.0%","13448","64.0%","21799","62.4%","30059","51.8%","10.7pp"
"Etched Familiar","B","C","352261","6.11","48603","8.88","158440","54.9%","52.5%","27158","51.6%","39682","53.9%","66840","53.0%","91600","52.2%","0.9pp"
"Etched Host Doombringer","B","C","385727","7.55","44424","11.08","51533","19.5%","51.7%","7646","49.5%","13398","53.8%","21044","52.2%","30552","51.3%","1.0pp"
"Expedition Lookout","U","C","386318","7.80","61079","10.68","126380","34.1%","54.0%","21775","52.9%","32272","54.9%","54047","54.1%","72326","53.9%","0.2pp"
"Eyes of Gitaxias","U","C","325021","5.52","79894","6.99","374027","75.5%","57.1%","64886","57.0%","99991","59.0%","164877","58.2%","210526","56.2%","1.9pp"
"Ezuri, Claw of Progress","UG","M","8720","2.93","2306","3.38","8939","65.9%","51.7%","1507","49.3%","2277","52.6%","3784","51.3%","5154","51.8%","-0.5pp"
"Faerie Mastermind","U","R","16934","1.84","11127","1.85","62363","90.5%","57.5%","11378","61.9%","15649","59.2%","27027","60.3%","35330","55.3%","5.1pp"
"Failed Conversion","B","C","362936","6.56","44499","9.60","92962","35.2%","51.6%","14131","49.0%","23519","53.8%","37650","52.0%","55159","51.3%","0.7pp"
"Fearless Skald","R","U","162365","4.71","29299","6.25","124472","69.9%","55.4%","19345","56.7%","29402","57.7%","48747","57.3%","75690","54.1%","3.2pp"
"Fertilid's Favor","G","C","368962","6.98","42604","10.23","92114","36.3%","52.3%","14629","51.9%","21773","54.5%","36402","53.4%","55802","51.6%","1.8pp"
"Final Flourish","B","C","207651","3.32","69322","4.03","380226","90.2%","55.5%","66662","55.9%","98947","58.7%","165609","57.6%","215493","53.9%","3.7pp"
"Firesong and Sunspeaker","WR","R","33549","5.51","3922","8.51","2087","8.9%","48.8%","298","","430","","728","45.2%","1353","50.5%","-5.3pp"
"Firja, Judge of Valor","WB","U","130186","5.45","17223","7.89","45113","44.4%","51.2%","7012","49.4%","11478","53.7%","18490","52.1%","26751","50.5%","1.6pp"
"Flitting Guerrilla","B","C","368348","6.79","47125","9.86","121513","43.0%","52.4%","20663","50.4%","30441","53.9%","51104","52.5%","70384","52.2%","0.3pp"
"Flywheel Racer","","C","391793","7.90","61539","10.77","118222","31.7%","53.9%","20836","55.4%","27766","53.0%","48602","54.0%","69592","53.7%","0.3pp"
"Furnace Gremlin","R","U","182981","5.39","27141","7.52","107404","66.3%","53.4%","19026","52.5%","25207","52.7%","44233","52.6%","63146","53.9%","-1.3pp"
"Furnace Host Charger","R","C","368082","6.79","46668","9.76","121570","44.0%","52.1%","20423","50.0%","29397","52.1%","49820","51.2%","71842","52.6%","-1.4pp"
"Furnace Reins","R","U","190939","5.99","30535","7.94","87133","47.3%","55.1%","14130","56.6%","21590","59.5%","35720","58.3%","51417","52.9%","5.4pp"
"Furtive Analyst","U","C","398602","8.58","50388","12.07","39904","13.2%","49.8%","6675","48.0%","9910","50.9%","16585","49.7%","23341","49.8%","-0.1pp"
"Fynn, the Fangbearer","G","U","106593","4.13","19636","5.56","97686","82.6%","54.4%","17351","56.9%","22510","53.5%","39861","55.0%","57648","53.9%","1.1pp"
"Ghalta and Mavren","WG","R","19652","2.25","7757","2.19","33069","71.4%","54.0%","5073","55.7%","7858","59.7%","12931","58.1%","19969","51.0%","7.2pp"
"Gift of Compleation","B","U","150938","4.26","29107","5.78","127088","73.4%","53.5%","22585","53.4%","31379","54.8%","53964","54.2%","72986","53.0%","1.2pp"
"Glissa, Herald of Predation","BG","R","13425","1.47","10207","1.44","57607","90.6%","57.1%","9662","62.2%","15250","64.5%","24912","63.6%","32769","52.1%","11.5pp"
"Glistening Dawn","G","R","16118","1.79","9718","1.75","52934","87.9%","56.3%","8866","59.7%","13502","62.6%","22368","61.5%","30744","52.7%","8.8pp"
"Glistening Deluge","B","U","219572","7.67","25896","11.21","12789","8.2%","50.9%","2040","49.9%","3351","52.4%","5391","51.4%","7450","50.6%","0.8pp"
"Gloomfang Mauler","B","C","336231","5.50","52966","7.91","210044","66.3%","53.4%","35487","51.3%","53760","55.6%","89247","53.9%","121219","53.1%","0.8pp"
"Gnottvold Hermit","G","U","165813","4.96","22155","7.02","83004","63.0%","52.9%","13546","51.4%","19828","52.7%","33374","52.1%","47988","53.0%","-0.9pp"
"Golden-Scale Aeronaut","W","C","374582","7.06","42591","10.25","91254","35.6%","54.4%","13515","53.3%","19630","54.8%","33145","54.2%","58015","54.5%","-0.3pp"
"Goreclaw, Terror of Qal Sisma","G","R","16162","2.56","4063","3.01","19173","79.6%","53.5%","3156","53.5%","4730","54.8%","7886","54.3%","11292","52.9%","1.5pp"
"Grafted Butcher","B","R","17976","1.95","9125","1.97","47572","86.7%","54.9%","8571","58.0%","11715","57.9%","20286","57.9%","27211","52.6%","5.3pp"
"Grimgrin, Corpse-Born","UB","M","6192","2.11","3400","2.15","17444","84.0%","56.5%","2838","56.4%","4918","62.2%","7756","60.1%","9755","53.5%","6.6pp"
"Guardian of Ghirapur","W","R","16540","1.80","8513","1.82","44496","85.6%","56.0%","7852","57.3%","10058","57.5%","17910","57.4%","26564","55.0%","2.4pp"
"Gyruda, Doom of Depths","UB","R","11353","1.88","6977","1.97","35981","85.6%","55.8%","5711","56.8%","9551","60.3%","15262","59.0%","20743","53.3%","5.7pp"
"Halo Forager","UB","U","131687","3.86","44787","4.49","217463","78.6%","56.8%","35888","55.3%","59642","61.5%","95530","59.2%","121841","55.0%","4.2pp"
"Halo Hopper","","C","399673","8.58","57714","11.55","85411","24.3%","55.1%","14367","55.2%","19117","52.3%","33484","53.5%","51848","56.0%","-2.5pp"
